thumbnail,title,category,view_count,likes_count,dislikes_count,upload_date,video_length,subscribe_count
1,0,beauty,595180,6100,130,6,14,374000
0,2,beauty,180351,3400,104,5,14,763000
2,3,beauty,1295596,35000,528,6,14,374000
1,2,beauty,366697,4900,78,6,14,374000
5,2,beauty,218241,5000,71,5,14,763000
3,1,beauty,206102,5300,74,6,14,888000
2,1,beauty,406720,5300,148,6,15,888000
1,0,beauty,325064,4200,102,6,15,374000
2,3,beauty,1265925,40000,382,6,15,888000
1,0,beauty,289964,3300,154,6,15,374000
1,0,beauty,253813,3000,71,5,15,763000
2,0,beauty,311655,8200,74,6,15,374000
1,3,beauty,473830,11000,106,6,15,888000
0,0,beauty,138580,1300,89,6,15,720000
0,0,beauty,227495,3500,84,6,15,888000
0,0,beauty,867705,8800,269,4,15,273000
2,1,beauty,280915,6300,77,3,15,532000
2,3,beauty,1759042,24000,1400,6,15,720000
4,1,beauty,2790153,61000,1000,6,15,374000
4,1,beauty,81345,2300,25,4,15,559000
3,2,beauty,247380,3800,87,5,15,791000
0,2,beauty,146546,3100,56,5,15,763000
1,1,beauty,110985,3700,41,4,15,559000
4,0,beauty,279124,4300,72,6,15,888000
4,0,beauty,50236,941,31,5,15,763000
1,0,beauty,307730,5300,87,6,15,888000
0,2,beauty,202304,800,66,4,15,559000
4,0,beauty,127969,2600,47,5,15,763000
0,2,beauty,3222,441,12,5,15,763000
2,1,beauty,74039,1400,25,5,15,763000
0,1,beauty,86145,1900,33,3,15,532000
4,0,beauty,1652287,9000,1600,6,16,374000
2,1,beauty,83467,1300,65,4,16,273000
0,0,beauty,136714,1800,49,4,16,561000
0,0,beauty,195339,3300,67,6,16,720000
0,0,beauty,80094,1600,27,5,16,763000
4,2,beauty,342516,4100,91,4,16,273000
1,1,beauty,208111,3000,99,6,16,888000
5,2,beauty,313681,9800,73,3,16,671000
0,2,beauty,115210,2500,56,5,16,763000
4,0,beauty,391047,4300,145,6,16,374000
0,2,beauty,235707,4700,106,6,16,888000
1,0,beauty,298500,4800,60,6,16,888000
0,2,beauty,4989286,50000,400,4,16,574000
1,0,beauty,200852,3500,48,6,16,888000
4,0,beauty,527086,12000,282,4,16,759000
3,3,beauty,493679,9500,170,5,16,791000
0,0,beauty,182157,3800,55,4,16,559000
1,2,beauty,261241,13000,79,4,16,559000
0,0,beauty,54046,1500,21,5,16,791000
2,1,beauty,150141,3300,53,4,16,574000
4,1,beauty,217414,2100,80,6,16,720000
2,1,beauty,244117,6700,73,4,16,574000
4,3,beauty,107492,1800,36,5,16,791000
4,0,beauty,68803,1200,48,5,16,763000
4,0,beauty,203472,1500,75,6,16,720000
1,2,beauty,606841,8700,148,6,16,888000
4,1,beauty,236747,3900,90,5,16,791000
0,0,beauty,53769,2400,15,2,16,515000
0,0,beauty,183758,2300,98,4,16,759000
0,1,beauty,144246,4600,30,3,16,532000
2,0,beauty,26427,1200,3,5,16,791000
1,0,beauty,498131,4900,115,6,17,374000
1,0,beauty,426836,5700,99,6,17,888000
4,2,beauty,76918,1700,32,4,17,759000
1,0,beauty,40733,953,20,4,17,759000
4,0,beauty,569286,6600,131,6,17,888000
0,2,beauty,112306,2200,45,5,17,763000
4,3,beauty,59332,1100,29,3,17,460000
0,0,beauty,36187,1200,15,4,17,559000
4,2,beauty,50794,1000,22,5,17,763000
4,0,beauty,305819,5000,69,6,17,888000
1,0,beauty,126372,2100,29,5,17,763000
0,0,beauty,551368,5700,166,4,17,273000
0,2,beauty,266944,8100,104,4,17,574000
4,0,beauty,702393,9800,203,6,17,888000
1,0,beauty,179324,1900,45,6,17,720000
1,0,beauty,386452,5500,96,6,17,720000
0,2,beauty,210831,4000,87,6,17,888000
0,2,beauty,102878,2200,51,4,17,574000
0,0,beauty,247060,3100,54,4,17,561000
2,0,beauty,300372,4600,80,5,18,763000
0,0,beauty,378010,6300,76,4,18,273000
4,1,beauty,178573,1600,106,6,18,720000
1,0,beauty,22340,499,7,5,18,791000
4,0,beauty,242301,3500,68,6,18,888000
0,2,beauty,149749,3500,75,5,18,763000
0,2,beauty,217929,3200,97,6,18,888000
1,0,beauty,240700,1400,36,6,18,720000
1,0,beauty,194554,4700,54,5,18,763000
0,2,beauty,90864,1500,44,5,18,763000
0,0,beauty,120758,4100,46,4,18,559000
0,2,beauty,158204,4000,50,4,18,574000
0,2,beauty,1068051,31000,432,4,18,780000
5,0,beauty,59121,1500,14,3,18,532000
0,2,beauty,806516,13000,207,4,18,574000
1,0,beauty,282912,3500,81,6,18,374000
4,2,beauty,270052,7300,101,6,18,888000
1,0,beauty,221714,2900,50,6,18,888000
0,2,beauty,523343,150000,172,4,18,780000
1,0,beauty,428211,4000,154,6,18,374000
2,1,beauty,188642,5300,46,3,18,532000
2,1,beauty,539580,7600,243,6,18,374000
2,3,beauty,2048693,22000,723,6,18,888000
4,3,beauty,477759,8800,128,5,18,791000
1,0,beauty,131996,2500,34,5,18,763000
1,0,beauty,177410,2600,75,6,18,888000
0,2,beauty,160615,2400,75,6,19,720000
4,1,beauty,127153,4300,63,4,19,559000
1,0,beauty,240294,3400,70,6,19,888000
4,2,beauty,183941,3300,55,5,19,791000
0,0,beauty,1297229,7300,467,6,19,888000
1,0,beauty,396345,5200,144,6,19,888000
0,2,beauty,174463,4500,82,5,19,763000
1,0,beauty,267607,3200,121,6,19,888000
3,1,beauty,376252,5300,111,5,19,791000
4,4,beauty,127455,2700,42,5,19,791000
0,2,beauty,215862,2600,65,6,19,374000
4,1,beauty,667759,7100,430,6,19,888000
2,0,beauty,103197,2600,60,4,19,574000
0,2,beauty,1300671,23000,521,5,19,763000
4,2,beauty,710115,9400,201,5,19,791000
1,2,beauty,450025,4800,115,6,19,888000
0,2,beauty,361862,7600,137,5,19,763000
2,2,beauty,597423,9300,187,4,19,780000
4,2,beauty,349523,4800,98,5,20,791000
0,3,beauty,410007,7400,102,5,20,791000
1,1,beauty,271543,6300,81,4,20,780000
0,2,beauty,165621,3500,60,4,20,574000
1,3,beauty,199702,2600,57,6,20,374000
4,22,beauty,267578,5000,86,5,20,791000
4,0,beauty,130796,3900,55,4,20,559000
4,0,beauty,184948,1500,45,6,20,720000
4,2,beauty,64311,2300,25,4,20,559000
0,2,beauty,306950,3500,68,6,20,374000
4,3,beauty,146127,3400,63,5,20,791000
0,0,beauty,121528,927,50,6,20,720000
1,0,beauty,491956,6200,152,6,20,888000
4,3,beauty,635568,9500,197,5,20,791000
0,0,beauty,475743,8000,131,6,21,888000
1,2,beauty,264832,3800,95,6,21,374000
1,0,beauty,394427,4400,101,6,21,374000
0,2,beauty,273901,5500,130,5,21,763000
5,3,beauty,1420494,9800,591,5,21,791000
0,2,beauty,127058,2300,39,4,21,561000
0,0,beauty,71390,2500,25,4,21,559000
4,0,beauty,29217,729,14,5,21,791000
1,0,beauty,364844,6100,113,6,21,888000
0,0,beauty,165841,3100,62,5,21,763000
0,2,beauty,737551,29000,240,4,21,780000
0,0,beauty,351365,7300,113,4,21,561000
1,2,beauty,343964,7700,112,4,21,559000
0,2,beauty,252074,5000,82,4,21,561000
0,3,beauty,735485,34000,220,6,21,374000
0,0,beauty,117403,1600,30,4,21,561000
4,0,beauty,132576,2400,63,4,22,574000
0,2,beauty,1793320,40000,714,5,22,763000
2,1,beauty,154593,1100,62,6,22,720000
4,1,beauty,159646,5600,56,4,22,559000
0,2,beauty,289400,4800,80,6,22,888000
2,0,beauty,117407,1500,66,6,22,720000
0,1,beauty,173892,4100,38,3,22,532000
1,0,beauty,342283,5300,100,5,22,763000
1,0,beauty,350175,4600,94,6,22,888000
0,0,beauty,139297,2200,54,4,22,273000
1,2,beauty,450683,4500,127,6,22,374000
4,3,beauty,275699,5600,84,5,22,791000
0,0,beauty,717116,6300,157,4,23,273000
1,0,beauty,451081,5600,237,4,23,559000
0,2,beauty,166758,3200,70,6,23,720000
3,1,beauty,398303,6100,141,5,23,791000
1,3,beauty,276183,3400,68,4,23,561000
2,0,beauty,789371,8800,275,4,23,273000
4,0,beauty,1633184,14000,944,6,23,374000
4,1,beauty,226681,2500,211,6,23,720000
1,2,beauty,47706,1400,18,4,23,559000
2,0,beauty,444591,6300,132,6,23,374000
1,2,beauty,111184,1800,29,4,23,561000
4,1,beauty,210992,3000,108,6,23,720000
4,3,beauty,1541316,26000,510,5,23,791000
4,2,beauty,104990,1900,40,4,23,561000
4,0,beauty,235672,4200,150,6,23,720000
3,2,beauty,2808408,68000,1000,3,24,671000
0,3,beauty,707477,16000,184,4,24,780000
1,2,beauty,781024,13000,211,6,24,888000
4,2,beauty,1630134,15000,507,5,24,791000
4,0,beauty,93037,2300,45,3,24,532000
1,0,beauty,54715,1700,23,4,24,559000
0,2,beauty,305435,7500,95,4,24,561000
1,0,beauty,200988,2500,66,4,24,561000
0,0,beauty,174257,2400,66,4,24,273000
4,3,beauty,1639501,17000,392,5,25,791000
1,0,beauty,320410,4800,93,4,25,561000
4,0,beauty,109388,2800,50,4,25,559000
4,4,beauty,246692,7300,85,5,25,791000
4,2,beauty,116948,2400,50,5,25,791000
0,2,beauty,152846,3100,62,4,25,561000
0,2,beauty,204535,4500,79,4,25,561000
1,2,beauty,338947,4800,113,6,25,720000
2,0,beauty,102795,2000,56,4,26,574000
0,2,beauty,7411524,14000,3500,5,26,763000
0,2,beauty,75957,2600,36,3,26,460000
4,3,beauty,1939264,18000,606,5,26,791000
0,2,beauty,81564,1500,38,3,26,532000
0,2,beauty,224351,2600,77,6,26,720000
0,2,beauty,64499,2300,27,3,26,460000
4,2,beauty,303284,5300,105,5,26,791000
1,0,beauty,582258,7300,245,6,26,374000
0,0,beauty,458060,3700,258,4,27,561000
1,0,beauty,620137,8900,188,6,27,374000
0,0,beauty,101260,2000,34,3,27,532000
5,0,beauty,218541,3800,104,6,27,720000
0,2,beauty,241437,3400,107,4,28,561000
1,2,beauty,114750,1200,37,6,28,720000
0,2,beauty,251800,5200,72,4,28,561000
5,0,beauty,299985,4800,130,6,28,720000
3,2,beauty,323126,4400,194,4,29,561000
3,2,beauty,1615966,37000,526,3,29,671000
1,0,beauty,279999,7800,117,4,29,559000
0,0,beauty,244156,3700,59,3,30,671000
0,2,beauty,312324,3500,86,4,30,561000
4,2,beauty,249542,4600,75,4,30,561000
0,2,beauty,1211065,16000,345,4,30,561000
0,2,beauty,116226,3800,36,3,30,460000
0,1,beauty,323399,9500,164,6,30,720000
1,2,beauty,334428,3500,85,6,30,720000
4,0,beauty,315944,3800,187,6,30,720000
1,0,beauty,453774,5400,142,6,30,720000
0,0,beauty,928824,25000,401,6,31,374000
1,0,beauty,184211,3200,56,4,31,780000
4,2,beauty,665636,8700,215,4,31,561000
0,2,beauty,902700,17000,283,4,31,780000
1,0,beauty,466528,8000,109,4,31,780000
0,2,beauty,287447,5400,135,4,31,561000
4,0,beauty,54106,1600,18,3,31,460000
0,3,beauty,209831,4100,46,4,32,780000
0,0,beauty,61584,1400,17,3,33,532000
4,0,beauty,150488,3300,54,4,33,574000
2,0,beauty,1305479,21000,335,4,34,780000
5,2,beauty,336544,10000,93,3,35,671000
0,2,beauty,226333,5600,98,4,35,561000
4,0,beauty,46318,1100,17,3,35,460000
1,3,beauty,377167,7100,131,4,38,780000
0,2,beauty,181757,2900,68,4,40,561000
0,0,beauty,349574,4700,192,6,41,720000
5,0,beauty,747279,9600,640,6,46,720000
4,0,beauty,499604,10000,363,6,48,720000
4,0,beauty,227672,3000,82,3,52,671000
2.5,1,life,482985,17000,145,4,1,790000
2.5,1,life,26250,1500,14,4,1,380000
3,1,life,38702,394,13,3,1,450000
2.5,1,life,20725,304,13,3,1,450000
1,1,life,42775,655,14,3,1,450000
2.5,1,life,1004022,26000,427,4,2,790000
2.5,1,life,996920,23000,438,4,2,790000
2.5,1,life,22876,1500,18,4,2,380000
2.5,1,life,61636,3000,84,4,2,380000
2.5,1,life,49070,923,14,3,2,450000
2.5,1,life,494670,3500,392,2,2,1670000
1,1,life,440500,15000,298,2,2,1670000
2,4,life,284615,7300,178,2,2,1670000
1.5,1,life,182917,4400,78,4,2,1330000
1.3,2,life,65713,2900,7,16,3,506000
2.3,2,life,434826,12000,106,16,3,506000
1.3,1,life,155065,5700,17,16,3,506000
1.3,2,life,96731,3700,36,16,3,506000
1.3,2,life,132905,4400,32,16,3,506000
1.3,2,life,1900209,42000,1700,16,3,506000
2.3,2,life,646388,29000,202,16,3,506000
1.3,2,life,75049,3900,13,16,3,506000
2.3,1,life,87549,4000,19,16,3,506000
2.3,1,life,126769,4700,27,16,3,506000
3.5,1,life,326015,8400,136,8,3,1340000
2.3,1,life,83985,3800,12,16,3,506000
2.3,1,life,97409,4500,18,16,3,506000
2.5,1,life,1206912,34000,433,4,3,790000
2.5,4,life,396975,10000,246,2,3,2150000
2,1,life,17416,1000,14,4,3,380000
2,1,life,22188,1200,16,4,3,380000
2.5,1,life,68004,2100,93,4,3,380000
2.5,1,life,48266,1100,14,3,3,450000
3.5,1,life,198274,4700,22,3,3,450000
3.5,1,life,79069,1600,12,3,3,450000
2.5,1,life,74258,908,20,3,3,450000
2.5,1,life,65860,1600,23,5,3,880000
2.5,1,life,308515,4800,145,2,3,1670000
1.5,1,life,889080,9500,205,4,3,1330000
2.5,1,life,5037184,36000,1000,4,3,1330000
2.3,3,life,89877,3600,13,16,4,506000
2.3,1,life,89938,4200,20,16,4,506000
1.3,2,life,152169,7600,20,16,4,506000
1.3,3,life,87816,3700,12,16,4,506000
1.8,2,life,202332,8400,55,16,4,506000
2.3,2,life,126643,5600,24,16,4,506000
1.3,2,life,100472,4300,14,16,4,506000
3.5,4,life,1204606,20000,290,8,4,1340000
2.3,2,life,56180,3100,12,16,4,506000
3.5,4,life,3351727,43000,763,8,4,1340000
1.3,2,life,69820,3600,9,16,4,506000
1.3,2,life,93877,4300,27,16,4,506000
3.5,4,life,1462035,26000,260,8,4,1340000
1.3,2,life,163434,8100,36,16,4,506000
1.8,2,life,150629,5600,33,16,4,506000
1.5,4,life,513504,13000,383,2,4,2150000
2.5,1,life,69272,3000,46,4,4,380000
2.5,1,life,48687,2000,74,4,4,380000
2.5,1,life,25517,931,120,4,4,380000
3.5,1,life,258751,3100,80,3,4,450000
3.5,1,life,190317,1800,32,3,4,450000
3.5,1,life,178759,2600,35,3,4,450000
3.5,1,life,569977,4400,81,3,4,450000
2.5,1,life,131477,1700,26,3,4,450000
2.5,1,life,217986,1100,53,3,4,450000
2.5,1,life,105040,1600,22,2,4,670000
3.5,4,life,410206,12000,138,2,4,1670000
2,4,life,548028,7700,197,2,4,1670000
2,1,life,344570,8100,268,2,4,1670000
2.5,1,life,276269,4700,190,4,4,470000
3.5,4,life,256074,6700,90,4,4,1330000
2.3,3,life,544723,15000,115,16,5,506000
1.3,2,life,102337,4300,23,16,5,506000
1.3,2,life,352381,10000,59,16,5,506000
2.3,2,life,126590,4600,25,16,5,506000
1.3,2,life,163904,5800,31,16,5,506000
3.5,4,life,2855288,37000,887,8,5,1340000
1.3,2,life,98447,4500,19,16,5,506000
2.3,2,life,149341,6400,37,16,5,506000
2.3,2,life,150175,5900,21,16,5,506000
2.5,1,life,658346,15000,250,4,5,790000
2.5,0,life,1796245,44000,442,4,5,790000
2.5,1,life,646330,15000,235,4,5,790000
2.5,1,life,723086,21000,356,4,5,790000
2.5,4,life,1424238,16000,619,2,5,2150000
1,4,life,648953,10000,375,2,5,2150000
2.5,3,life,118669,3600,90,10,5,320000
2.5,1,life,68595,3200,35,4,5,380000
2.5,1,life,24537,1100,20,4,5,380000
2.5,1,life,453568,12000,312,4,5,380000
3.5,1,life,124634,2000,34,3,5,450000
2.5,1,life,201921,1800,139,3,5,450000
2.5,1,life,1163231,18000,512,3,5,450000
2.5,1,life,24546,392,11,3,5,450000
2.5,1,life,89570,1100,18,3,5,450000
2.5,1,life,179797,1800,35,3,5,450000
2.5,1,life,240415,1600,72,3,5,450000
3.5,1,life,195170,2600,24,3,5,450000
2.5,1,life,106167,1400,11,3,5,450000
2.5,1,life,1494774,8900,208,3,5,450000
3.5,1,life,314304,4400,51,3,5,450000
2.5,1,life,211338,2200,64,5,5,880000
2.5,4,life,92422,1500,18,2,5,670000
2,4,life,173273,3900,101,2,5,1670000
2,4,life,198988,3500,98,2,5,1670000
2,1,life,232506,7000,99,2,5,1670000
2,4,life,609518,7600,250,2,5,1670000
2,1,life,249320,3100,126,2,5,1670000
2,4,life,357332,4500,184,2,5,1670000
2,4,life,820136,7000,405,2,5,1670000
2,4,life,506866,6400,280,2,5,1670000
2,1,life,1097943,17000,377,2,5,1670000
2,1,life,416967,5900,257,2,5,1670000
2,1,life,529427,5200,225,2,5,1670000
3.5,0,life,123055,3100,24,4,5,470000
1.5,1,life,92244,2500,27,4,5,470000
2.5,4,life,1665408,20000,621,4,5,1330000
2.5,4,life,631341,11000,281,4,5,1330000
2.5,4,life,655356,7200,179,4,5,1330000
3.5,4,life,2059547,32000,574,8,6,1340000
3.5,4,life,782256,19000,277,8,6,1340000
1.3,2,life,135876,5200,38,16,6,506000
3.5,4,life,4177486,75000,1800,8,6,1340000
2.5,1,life,124000,3700,39,8,6,1340000
2.5,1,life,1114700,26000,314,4,6,790000
2,1,life,2564107,48000,2000,4,6,790000
2.5,0,life,1138820,30000,433,4,6,790000
2,0,life,202352,3300,193,2,6,1670000
3.5,4,life,258606,5600,106,4,6,1330000
3.5,1,life,305695,3900,125,4,6,1330000
2.5,1,life,1387306,30000,448,4,6,790000
2.5,1,life,1506331,28000,495,4,6,790000
2.5,0,life,816296,19000,245,4,6,790000
2.5,1,life,442314,4500,225,3,6,450000
2.5,1,life,164096,5300,99,4,6,470000
2,1,life,429454,6700,200,2,6,1670000
1.5,1,life,93440,1900,51,4,6,470000
2,1,life,405214,4700,315,2,6,1670000
2,4,life,275474,5100,163,2,6,2150000
1.5,4,life,395868,8200,169,2,6,2150000
2,0,life,324445,4800,133,2,6,1670000
2.5,1,life,917280,31000,443,4,6,790000
2,1,life,187491,3100,113,2,6,1670000
2,1,life,925631,28000,385,4,6,790000
2.5,1,life,512833,12000,161,4,6,790000
2.5,1,life,1581049,37000,460,4,6,790000
2.5,1,life,111257,943,20,3,6,450000
2.5,0,life,740904,22000,340,4,6,790000
2.5,4,life,261089,3800,187,2,6,1670000
3.5,1,life,308897,6400,143,4,6,1330000
3,1,life,100400,2900,47,4,6,1330000
2,1,life,245934,3300,174,2,6,1670000
2.5,4,life,544131,5800,340,2,6,1670000
1.5,4,life,420929,6900,277,2,6,2150000
2.5,4,life,120514,1700,19,2,6,670000
2,4,life,971850,12000,844,2,6,1670000
2,4,life,627461,6000,454,2,6,1670000
3.5,1,life,99502,1000,14,3,6,450000
3,1,life,6820619,46000,2200,4,6,1330000
2.5,0,life,1720549,24000,471,4,6,790000
3.5,1,life,292803,4300,47,3,6,450000
2.5,0,life,867617,31000,430,4,6,790000
2.5,1,life,1015369,25000,361,4,6,790000
2,1,life,1718884,34000,791,4,6,790000
2.5,1,life,82825,847,77,3,6,450000
2.5,1,life,1138656,22000,463,4,6,790000
2,1,life,263465,4000,143,2,6,1670000
2.5,4,life,169949,3200,110,4,6,1330000
3,4,life,310727,5200,194,2,6,1670000
2.5,4,life,451731,6400,241,2,6,1670000
2,1,life,276710,5100,206,2,6,1670000
2.5,3,life,2119022,43000,1300,4,6,790000
2.5,1,life,84064,2000,54,4,6,470000
1.5,4,life,1227434,36000,532,2,6,2150000
2.5,1,life,136912,1300,29,3,6,450000
2,4,life,301305,4700,405,2,6,2150000
3.5,0,life,914720,13000,343,2,6,1670000
2.5,1,life,47337,782,16,3,6,450000
2,4,life,307548,3800,163,2,6,1670000
1.5,1,life,141592,2900,38,4,6,470000
3.5,4,life,1637264,18000,554,2,6,2150000
2,1,life,329278,4600,149,2,6,1670000
2.5,1,life,1234708,14000,779,8,7,541000
2.5,4,life,2354360,37000,921,8,7,1340000
2.5,1,life,792722,3700,94,32,7,806000
1.5,1,life,245147,11000,112,8,7,1340000
3.5,4,life,284170,5600,75,8,7,1340000
1.5,1,life,2497269,37000,742,8,7,1340000
2.5,3,life,1737216,12000,722,8,7,541000
3.5,4,life,735124,13000,135,8,7,1340000
3.5,4,life,1304108,16000,252,8,7,1340000
1.3,2,life,104162,3700,44,16,7,506000
2.5,4,life,1396051,28000,284,8,7,1340000
2.5,1,life,313250,6900,66,10,7,320000
2,1,life,303882,5100,121,2,7,1670000
2.5,1,life,1013383,49000,1000,4,7,790000
2,4,life,283852,4100,169,2,7,1670000
1,1,life,891271,25000,772,4,7,790000
3.5,4,life,232583,4500,116,2,7,2150000
2.5,0,life,866957,19000,368,4,7,790000
2.5,4,life,253800,5400,174,2,7,2150000
2.5,1,life,824710,13000,558,2,7,1670000
2,4,life,856742,11000,604,2,7,1670000
2.5,1,life,1997852,30000,803,4,7,790000
2.5,4,life,206650,3600,161,2,7,1670000
2,4,life,365504,4300,208,2,7,1670000
2.5,1,life,317016,3900,59,2,7,670000
2.5,1,life,135412,2600,61,4,7,470000
2.5,4,life,497851,7200,386,2,7,1670000
2,4,life,1018439,10000,1600,2,7,1670000
2.5,1,life,1145784,27000,387,4,7,790000
2,1,life,719552,14000,338,2,7,1670000
2.5,1,life,39611,1700,34,4,7,380000
2.5,1,life,902738,12000,658,2,7,1670000
2.5,1,life,144735,2300,139,5,7,880000
2.5,4,life,214749,3200,167,2,7,1670000
2.5,0,life,761152,17000,166,4,7,790000
25,1,life,236364,11000,85,4,7,380000
2,4,life,833455,9500,475,2,7,1670000
2.5,0,life,906566,19000,324,4,7,790000
2.5,4,life,349471,6400,153,2,7,2150000
2,1,life,397169,5000,152,2,7,1670000
2,4,life,724758,13000,346,2,7,1670000
2.5,1,life,117976,3300,65,4,7,380000
3.5,1,life,1169561,16000,542,4,7,1330000
2,1,life,234940,5100,135,2,7,1670000
2.5,1,life,777840,19000,306,4,7,790000
2.5,4,life,427612,6100,291,2,7,2150000
1.5,4,life,199739,5000,224,2,7,2150000
2.5,4,life,413388,5100,241,2,7,1670000
2,4,life,373242,4200,162,2,7,1670000
3.5,1,life,265795,1800,50,3,7,450000
2.5,0,life,1614849,28000,722,4,7,790000
2.5,4,life,290843,5600,218,2,7,2150000
2,1,life,482429,12000,136,4,7,790000
2,1,life,358718,5300,174,2,7,1670000
3.5,4,life,570819,7600,81,2,7,670000
2.5,1,life,464583,6400,126,2,7,670000
2.5,1,life,174514,3600,105,4,7,1330000
2.5,4,life,664930,12000,315,2,7,2150000
1.5,4,life,684854,12000,431,2,7,2150000
2.5,1,life,195413,2200,28,2,7,670000
2,4,life,187280,2600,128,2,7,1670000
2,1,life,158772,2700,143,2,7,1670000
2,4,life,257430,3600,169,2,7,1670000
2.5,1,life,165722,3900,81,4,7,470000
2,1,life,990325,36000,309,4,7,790000
1.5,4,life,636548,10000,216,2,7,2150000
3.5,4,life,997488,21000,581,2,7,2150000
2.5,4,life,181123,2600,25,2,7,670000
2.8,1,life,145402,3200,61,4,7,470000
2,1,life,225167,3300,124,2,7,1670000
2,1,life,430183,6500,218,2,7,1670000
2.5,1,life,2540005,49000,1900,4,7,790000
1.5,1,life,800078,33000,510,16,7,1010000
2.5,1,life,733412,8400,526,2,7,1670000
2.5,4,life,714452,12000,296,2,7,2150000
2,4,life,301062,5900,761,2,7,670000
2,4,life,271658,5000,232,2,7,1670000
2.5,1,life,162200,2200,40,3,7,450000
2.5,4,life,959260,11000,600,2,7,2150000
3.5,3,life,869562,17000,256,8,8,1340000
2.5,1,life,220579,4600,50,8,8,1340000
3.5,1,life,632077,4800,158,32,8,806000
3.5,1,life,416392,7300,141,8,8,1340000
1.3,2,life,85927,4400,23,16,8,506000
3.5,4,life,3734384,40000,838,8,8,1340000
2.5,1,life,81818,2700,52,4,8,380000
3,0,life,124546,2200,68,2,8,1670000
2.5,1,life,59410,1300,19,3,8,450000
2.5,1,life,122226,1700,19,2,8,670000
2,1,life,363485,8000,203,2,8,1670000
2.5,1,life,560320,3800,120,3,8,450000
2.5,4,life,494615,5600,354,2,8,1670000
2,1,life,628385,7700,333,2,8,1670000
2,1,life,234906,3800,175,2,8,1670000
2,1,life,65956,887,19,3,8,450000
2.5,1,life,118097,2500,50,4,8,470000
2.5,1,life,323484,8400,116,10,8,320000
2.5,4,life,935452,13000,550,2,8,1670000
2,1,life,372920,5900,179,2,8,1670000
